company,client,nb_avis_client,date_commande,notes,titre_commentaire,commentaire,date_commentaire,reponse_sav,date_reponse_sav,delai_reponse_sav
Marionnaud,Axelle,5,2023-11-15,5,j'ai adopté ce sérum,"j'ai adopté ce sérum, je l'utilise depuis près de 15 jours les effets sont visibles j'en suis ravie ! La texture est facile à appliquer, une seule pression suffit pour l'ensemble du visage et le cou. Ma peau parait plus lumineuse, elle est douce et repulpée. Je recommande fortement ce sérum à toutes les personnes veuillant un vrai résultat !",2023-12-04,"Bonjour Axelle,Nous sommes ravis d'apprendre que ce sérum correspond à vos attentes et vous souhaitons de passer une agréable journée. Cordialement, Paul, de l'équipe Marionnaud",2023-12-05 10:38:19+00:00,1.0
Marionnaud,M. AUREGGIO Guillaume,4,2023-12-02,1,"Mauvaise commande reçue, impossible de joindre le SAV","Après avoir commandé un parfum en promotion, je reçois la commande d'un autre client.Remboursement très rapide. En revanche impossible de joindre le service client malgré mes nombreuses tentatives par téléphone (et message vocal sur le répondeur). Aucune réponse non plus par mail. Le produit n'était plus en promotion, hors de question de repasser commande. Le service client est probablement surchargé en ces périodes de fête.Demande d'avis par mail (via une autre plateforme que trustpilot) : avis refusé car ""inintelligible"", tous les arguments sont bons pour s'éviter une mauvaise pub. Dommage, je me retrouve désormais à partager mon expérience sur toutes les plateformes possibles.",2023-12-19,,,
Marionnaud,manon velin,1,2023-12-02,1,Commande passé tout début décembre pour…,Commande passé tout début décembre pour 1 Parfum pour Noël après 3 semaines et 0 nouvelle j'envoie un mail et quelques jours plus tard le seul mail que je reçois est pour m'informer de l'annulation de ma commande aucune autre information. Jamais eu aussi mauvaise expérience avec une enseigne.,2023-12-19,,,
Marionnaud,Marysia,4,2023-11-18,5,Je ne pouvais pas me rendre chez…,Je ne pouvais pas me rendre chez Marionnaud  pour chercher le colis alors j’ai appelé le magasin et Carine était très aimable et m’a assurée que mon mari ayant ma carte d identité pourra réceptionner le colis.Elle a aussi joint les échantillons que je préférai avoir.Merci pour cette gentillesse.,2023-12-01,"Bonjour Marysia,Nous vous remercions pour votre partage d’expérience.A bientôt chez Marionnaud ! Bonne journéeCordialement, Marie, de l'équipe Marionnaud",2023-12-05 10:51:33+00:00,4.0
Marionnaud,Jeremy Esteves,1,2023-11-24,5,Excellent accueil,"Excellent accueil, conseiller au top surtout  une. bonne promotion, je recommande",2023-12-20,,,
Marionnaud,Pascale FRANCOIS,1,2023-12-18,1,Je mets une étoile car je ne peux pas…,"Je mets une étoile car je ne peux pas mettre moins !!Commande passée depuis un mois et personne au téléphone pour nous indiquer l’état de notre commande, malgré des dizaines d’appels, bravo la démarche qualité. Aujourd’hui ma commande est en statut « annulée » et personne pour nous informer à l’approche des fêtes.J’espère au moins être remboursée pour pouvoir commander chez Sephora.Honteux cette marque.",2023-12-18,,,
Marionnaud,Karim Chaoui,6,2023-11-07,4,Envoi rapide et bonne communication,Envoi rapide et bonne communication. L'envoi s'est fait en 2 colis. Le second colis était un Chronopost pour.... Un échantillon de 2ml ! Vraiment je me pose des questions sur le bon sens côté logistique. Sinon prix correct avec code promo,2023-12-10,"Bonjour Karim,Merci beaucoup pour cet avis.Nous vous souhaitons une agréable journée. Cordialement, Marie, de l'équipe Marionnaud",2023-12-12 12:59:38+00:00,2.0
Marionnaud,Doud,2,2023-12-20,1,Service client lamentable,Commande passée le 7/12 avec livraison prévue le 14/12 mais toujours rien reçu..  Service client injoignale par téléphone et aucune réponse aux mails.. lamentable ! Dans l'attente dans remboursement mais aucune réponse !,2023-12-20,,,
Marionnaud,marie pierre delval,7,2023-12-04,5,Impeccable !,"Impeccable ! Ultra rapide , bien emballé, un joli sac cadeau , tout est parfait , bravo !",2023-12-18,,,
Marionnaud,mo werta,7,2023-12-06,5,Méga ravie,Méga ravie! c'est ma première commande. les prix sont au plus juste; le retrait en 1 heure au magasin est très simple et bien organisé. Je suis très contente. j'avais pris l'habitude de fréquenté une autre enseigne noir et blanc. Désormais je serai cliente Marionnaud.,2023-12-10,"Bonjour,Nous vous remercions pour ce partage et sommes ravis d'apprendre que vous êtes satisfaite de votre expérience client chez nous.A bientôt chez Marionnaud ! En vous souhaitant une bonne journée.CordialementMarie, de l'équipe Marionnaud",2023-12-12 13:08:08+00:00,2.0
Marionnaud,Léna GIRARD,2,2023-12-19,1,Un site pas du tout sérieux,"Un site pas du tout sérieux, commande effectuée le 04/12 et ensuite plus de réponse. Ma commande est toujours écrit ""en cours de préparation"". Le service client est inexistant et injoignable. J'ai reçu un email aujourd'hui me disant que ma commande était annulée suite à une rupture de stock. C'est scandaleux, ne commandez jamais sur le site internet qui est vraiment nul. Pas du tout sérieux surtout en période de fête, à fuir !",2023-12-19,,,
Marionnaud,Bozzoli Cathy,1,2023-11-04,5,Des offres pour Noël très interessantes…,Des offres pour Noël très intéressantes ! Une livraison en boutique ultra rapide ! Je recommande ++++,2023-12-16,,,
Marionnaud,Edouard,2,2023-12-06,5,Vite fait bien fait,"Beaucoup de choix dans les produits, les prix sont intéressants et l'envoi rapide.",2023-12-20,,,
Marionnaud,Wafa B,1,2023-12-19,1,Commande non livrée et service client injoignable,J’ai passé une commande le 07 Décembre pour des cadeaux de Noël j’étais sensée être livrée le 15/12Ma commande est toujours en cours de préparation. J’ai appelé le service client plusieurs fois sans réussir à joindre un conseiller. J’ai laissé un message avec mon numéro de téléphone. J’ai envoyé deux mails mais aucun retour.,2023-12-19,,,
Marionnaud,Amsterix,2,2023-12-11,1,Commande en ligne catastrophique !,"Commande en ligne du 3/12/23  (1 parfum classique à + de 100€) encore «en préparation» après 2 semaines. Zéro information ou suivi, SAV téléphonique saturé, la boutique ne peut rien. Je découvre dans les FAQ qu’1 commande n’est ni échangeable ni remboursable, et que Marionnaud se réserve le droit de livrer dans un délais laissé à sa convenance. INADMISSIBLE.",2023-12-16,,,
Marionnaud,Badou Badou,1,2023-11-28,1,Marionnaud ne respecte pas ses…,"Marionnaud ne respecte pas ses engagements :Vous passez commande , vous payez et votre commande reste en statut en préparation.J ai passé ma commande le 28 novembre, et à ce jour le 18 décembre toujours en préparation. Alors que la livraison était annoncée le 07 décembre.mails envoyés + appels, pour demander l annulation et le remboursement ou une livraison avec une autre date : Sans résultats. Mes contacts sont vainsJ ai fait un signal à la répression des fraudes, par curiosité, allez sur leur site Facebook, il y a de très nombreuses personnes dans mon cas……Date de l'expérience: 28 novembre, 2023 23",2023-12-18,,,
Marionnaud,Audrey Neto,19,2023-11-23,5,Résultats visibles très rapidement,"J’ai reçu ce produit gratuitement  afin de le tester.  Je suis en admiration sur la beauté du flacon avec des reflets de perles nacrées.  La pompe doseuse est très pratique pour utiliser la juste quantité de produit.  Ce sérum s’utilise sur une  peau démaquillée et propre avant le coucher. Il sent très bon, léger et liquide, la texture est fluide et facile à pénétrer. Il faut bien effectuer le massage et étirer sa peau en remontant de bas en haut afin de traiter mon souci premier qui est le relâchement cutané et la perte d’élasticité de l’ovale de mon  visage. Je l’applique également sur le cou, toujours en remontant vers le haut.  Je suis très satisfait e des premiers résultats, la peau est vraiment plus ferme, repulpée et retendue. Ce sérum est une merveille!",2023-12-02,"Bonjour Audrey,Nous vous remercions d’avoir partagé votre avis sur ce sérum. Merci également, pour votre description précise. En vous souhaitant une bonne journée Cordialement Marie, de l’équipe Marionnaud",2023-12-05 10:46:39+00:00,3.0
Marionnaud,alexis .b,4,2023-12-18,1,Une enseigne complètement has been,"Commande effectuée il est plus de 15 jours pour un cadeau de Noel. Jamais arrivée. Annulée arbitrairement au dernier moment. Si je recommande en ligne, je ne l'aurai jamais à temps. Aucun suivi, aucun dédommagement. 1ère et dernière fois Marionnaud.",2023-12-18,,,
Marionnaud,Julie,7,2023-11-23,1,Service client quasi inexistant!,"J'ai passé une commande le 23 novembre sur l'app Marionnaud et ai choisi de la faire livrer dans une boutique Marionnaud. Jeudi le 28/11 un mail m'informait que ma commande était disponible dans la boutique choisie. Or je m'y suis déplacée deux fois vendredi et samedi, mais la boutique n'a pas reçu les produits. Depuis j'ai tenté mainte fois de contacter le service client par téléphone et par mails: j'ai réussi à les avoir une seule fois par téléphone début décembre, qui a vérifié avec la boutique,  mais insistait néanmoins qu'ils allaient investiguer auprès du transporteur, et que j'aurais une réponse sous une semaine. Nous sommes le 18 décembre, j'attends toujours le remboursement...",2023-12-18,,,
Marionnaud,Sophie,4,2023-12-10,1,Commande passée le 10/12 à ce jour…,Commande passée le 10/12 à ce jour toujours rien reçu; Autant dire que je ne recevrai pas pour Noël. 6h plus tard après avoir posté mon avis comme beaucoup d autres commande annulée par Marionnaud à 3 jours de Noël !,2023-12-20,,,
Marionnaud,BAUR,2,2023-12-22,1,Si j’avais pu mettre 0 je l’aurais fait,Si j’avais pu mettre 0 je l’aurais faitCommande depuis le 08/12/2023 toujours en attente le 22/12 et pas de colis arrivéRien sur le sapin de noël et la seule solution de Marionnaud c’est de refaire une nouvelle commande et repayer !!! Plus jamais,2023-12-22,,,
Marionnaud,Ludivine Renard,1,2023-12-19,1,Grosse commande de parfums,"Grosse commande de parfumsSur 4, deux seulement arrivent, un manquant et un remboursé J’ai envoyé une attestation sur l’honneur pour le remboursement j’attend toujours.Dé plus livraison en 8 jours. La concurrence fait beaucoup mieux",2023-12-19,,,
Marionnaud,Cécile,4,2023-12-01,4,Envoi sécurisé,"Envoi sécurisé, remis en main proprePar contre, aucun échantillon dans mon colis, alors que j'en avais sélectionné 3, et ce n'est pas la ère fois que ça m'arrive !Commande 1206577944",2023-12-12,"Bonjour, Nous vous remercions pour ce commentaire. Nous souhaiterions échanger avec vous sur le sujet. Par avance, nous vous remercions donc de compléter votre message avec votre numéro de commande, nous prendrons contact avec vous dans les meilleurs délais. Belle journée Cordialement Paul, de l'équipe Marionnaud",2023-12-12 12:59:08+00:00,0.0
Marionnaud,Sabine kunegel,1,2023-12-18,1,Commande passée le 26 novembre,"Commande passée le 26 novembre , 2 coffrets soins pour mes cadeaux de Noel.Annulée ce jour sans explications après plusieurs relances.J'appelle le service clients qui me dit que mes produits ne sont plus dispos.Sans dédommagement, sans cadeaux non plus à 5 jours de Noel.Manque de sérieux total",2023-12-18,,,
Marionnaud,G PA,2,2023-12-13,2,Marionnaud vous dérange par téléphone…,"Marionnaud vous dérange par téléphone pour vous annoncer une remise ""exceptionnelle"" de 30% augmentée de 3% (!) Même si j'évitais en général, j'y passe pour acheter:Un parfum Vetiver pour homme de Guerlain: 160,99€Un anti-cernes Clinique: 40,99€Vérification faite après coup: Vétiver:139,00€ chez Guerlain, 99,90 € chez Nocibé, Anti-cernes Clinique: 34,00 chez Clinique;Vous avez dit affaire ? pardon Arnaque ?",2023-12-13,,,
Marionnaud,Catherine Bizien helies,3,2023-11-27,4,Très bon soin du visage,"Suite à une mauvaise expérience chez mariaunaud , un soin m a a été offert et j’avoue  que celui ci n a rien a voir avec mon expérience précédente qui avait été un échec que j ai d ailleurs fait savoir .la ,  C était tout simplement super , un défilé de soins sous les doigts d’une esthéticienne tout simplement douée . J ai également eu droit à un modelage cou et épaule . Bravo à Annais de chez mariaunaud à Concarneau .",2023-11-28,"Bonjour Catherine,Nous sommes ravis de constater que votre expérience chez Marionnaud a été à la hauteur de vos attentes et vous souhaitons une belle journée. Cordialement, Paul, de l'équipe Marionnaud",2023-12-05 10:52:58+00:00,7.0
Marionnaud,Bignami,1,2023-12-05,4,Bien,Bien . Facile pour commander.Click and collect en 1 heure.Accueil mitigé en magasin,2023-12-17,,,
Marionnaud,Schubnel Audrey,1,2023-12-23,1,Obligé de mettre une étoile malgré…,Obligé de mettre une étoile malgré moi…. Commande passée le 18/12 et annulée le 23/12! Merci Marionnaud! Fini je n’y mettrais plus jamais les pieds!!,2023-12-23,,,
Marionnaud,Nadine Vigneron,1,2023-12-02,1,À FUIR !!!!!!!!!,"À FUIR !!!!!!!!!Marionnaud ne respecte pas ses engagements  :Vous passez commande , vous payez et votre commande reste en statut en préparation.J ai passé ma commande le 02 décembre et à ce jour le 16 décembre toujours en préparation. Alors que la livraison était annoncée le 07 décembre.Xxxx mails envoyés + appels, pour demander l annulation  et le remboursement ou une livraison avec une autre date : Sans résultats. Mes contacts sont vainsJ ai fait un signal à la répression des fraudes, par curiosité, allez sur leur site Facebook, il y a de très nombreuses personnes dans mon cas……",2023-12-16,,,
Marionnaud,Charlotte Picot,1,2023-12-16,1,Commande n°1223324448,"Commande n°1223324448livraison prévu le 14/12, mais toujours en préparation le 16/12. Pas de réponse au mail, impossible a joindre par téléphone...Est ce que la commande sera livrée avant noel ?? c'est la loterie.le pire c'est que le produit est disponible dans les magasins donc merci de me proposer une solution rapidement !!!",2023-12-16,,,
Marionnaud,Alice Seguinot,9,2023-11-16,5,Le soin Shiseido Vital Perfection…,"Le soin Shiseido Vital Perfection LiftDefine Radiance, concentré pour la nuit est une vraie petite merveilleUn soin tellement agréable à utiliser et appliquer. Son efficacité est ressentie dès les premièrs jours d'utilisation.La peau",2023-12-02,"Bonjour Alice,Nous sommes ravis d'apprendre que ce soin Shiseido Vital Perfection LiftDefine Radiance correspond à vos attentes et vous souhaitons de passer une agréable journée. Cordialement, Paul, de l'équipe Marionnaud",2023-12-05 10:48:43+00:00,3.0
